nm; A
410,000000; -0,032259
409,000000; -0,032377
408,000000; -0,032408
407,000000; -0,032488
406,000000; -0,032491
405,000000; -0,032710
404,000000; -0,032642
403,000000; -0,032777
402,000000; -0,032858
401,000000; -0,032879
400,000000; -0,032949
399,000000; -0,032992
398,000000; -0,033180
397,000000; -0,033265
396,000000; -0,033338
395,000000; -0,033370
394,000000; -0,033524
393,000000; -0,033558
392,000000; -0,033755
391,000000; -0,033849
390,000000; -0,033837
389,000000; -0,033925
388,000000; -0,034004
387,000000; -0,034091
386,000000; -0,034135
385,000000; -0,034311
384,000000; -0,034567
383,000000; -0,035076
382,000000; -0,034948
381,000000; -0,035099
380,000000; -0,035150
379,000000; -0,034930
378,000000; -0,035164
377,000000; -0,035234
376,000000; -0,035277
375,000000; -0,035289
374,000000; -0,035373
373,000000; -0,035397
372,000000; -0,035386
371,000000; -0,035528
370,000000; -0,035529
369,000000; -0,035569
368,000000; -0,035563
367,000000; -0,035768
366,000000; -0,035802
365,000000; -0,035696
364,000000; -0,035848
363,000000; -0,035990
362,000000; -0,035931
361,000000; -0,036048
360,000000; -0,036065
359,000000; -0,036100
358,000000; -0,036194
357,000000; -0,036265
356,000000; -0,036357
355,000000; -0,036274
354,000000; -0,036448
353,000000; -0,036463
352,000000; -0,036472
351,000000; -0,036413
350,000000; -0,036587
349,000000; -0,036642
348,000000; -0,036738
347,000000; -0,036858
346,000000; -0,036815
345,000000; -0,036978
344,000000; -0,036798
343,000000; -0,037039
342,000000; -0,037019
341,000000; -0,037051
340,000000; -0,037195
339,000000; -0,037100
338,000000; -0,037253
337,000000; -0,037357
336,000000; -0,037697
335,000000; -0,037449
334,000000; -0,037794
333,000000; -0,037734
332,000000; -0,038006
331,000000; -0,037734
330,000000; -0,038036
329,000000; -0,038122
328,000000; -0,038143
327,000000; -0,038672
326,000000; -0,038566
325,000000; -0,038736
324,000000; -0,038721
323,000000; -0,038931
322,000000; -0,039040
321,000000; -0,038858
320,000000; -0,039006
319,000000; -0,039172
318,000000; -0,039262
317,000000; -0,039438
316,000000; -0,039561
315,000000; -0,039589
314,000000; -0,039651
313,000000; -0,039682
312,000000; -0,039553
311,000000; -0,039640
310,000000; -0,039792
309,000000; -0,039985
308,000000; -0,040038
307,000000; -0,040073
306,000000; -0,040114
305,000000; -0,040118
304,000000; -0,040359
303,000000; -0,040413
302,000000; -0,040475
301,000000; -0,040654
300,000000; -0,040726
299,000000; -0,040741
298,000000; -0,040829
297,000000; -0,040937
296,000000; -0,041070
295,000000; -0,041231
294,000000; -0,041192
293,000000; -0,041325
292,000000; -0,041353
291,000000; -0,041442
290,000000; -0,041429
289,000000; -0,041416
288,000000; -0,041559
287,000000; -0,041642
286,000000; -0,041581
285,000000; -0,041755
284,000000; -0,041717
283,000000; -0,041809
282,000000; -0,041710
281,000000; -0,041809
280,000000; -0,041757
279,000000; -0,041803
278,000000; -0,041826
277,000000; -0,041857
276,000000; -0,041819
275,000000; -0,041745
274,000000; -0,041877
273,000000; -0,041868
272,000000; -0,041965
271,000000; -0,041917
270,000000; -0,041905
269,000000; -0,041961
268,000000; -0,041956
267,000000; -0,041877
266,000000; -0,042194
265,000000; -0,042020
264,000000; -0,042081
263,000000; -0,042237
262,000000; -0,042237
261,000000; -0,042242
260,000000; -0,042500
259,000000; -0,042575
258,000000; -0,042844
257,000000; -0,043019
256,000000; -0,042944
255,000000; -0,043108
254,000000; -0,043330
253,000000; -0,043524
252,000000; -0,043785
251,000000; -0,044058
250,000000; -0,044419
249,000000; -0,044676
248,000000; -0,045163
247,000000; -0,045608
246,000000; -0,046088
245,000000; -0,046609
244,000000; -0,047197
243,000000; -0,047581
242,000000; -0,048010
241,000000; -0,048419
240,000000; -0,048831
239,000000; -0,049242
238,000000; -0,049634
237,000000; -0,050099
236,000000; -0,050524
235,000000; -0,051010
234,000000; -0,051214
233,000000; -0,051669
232,000000; -0,051983
231,000000; -0,052172
230,000000; -0,052481
229,000000; -0,052763
228,000000; -0,053060
227,000000; -0,053347
226,000000; -0,053800
225,000000; -0,054200
224,000000; -0,054634
223,000000; -0,055154
222,000000; -0,055602
221,000000; -0,056108
220,000000; -0,056693
219,000000; -0,057188
218,000000; -0,057672
217,000000; -0,058041
216,000000; -0,058560
215,000000; -0,058862
214,000000; -0,059180
213,000000; -0,059329
212,000000; -0,059555
211,000000; -0,059620
210,000000; -0,059795
209,000000; -0,059951
208,000000; -0,059943
207,000000; -0,059810
206,000000; -0,059771
205,000000; -0,059560
204,000000; -0,059379
203,000000; -0,059191
202,000000; -0,058823
201,000000; -0,058632
200,000000; -0,058475
