nm; A
410,000000; 0,010188
409,000000; 0,010316
408,000000; 0,010355
407,000000; 0,010456
406,000000; 0,010763
405,000000; 0,010697
404,000000; 0,010798
403,000000; 0,010988
402,000000; 0,011073
401,000000; 0,011124
400,000000; 0,011248
399,000000; 0,011513
398,000000; 0,011608
397,000000; 0,011711
396,000000; 0,011853
395,000000; 0,012049
394,000000; 0,012158
393,000000; 0,012417
392,000000; 0,012331
391,000000; 0,012620
390,000000; 0,012684
389,000000; 0,012931
388,000000; 0,013068
387,000000; 0,013007
386,000000; 0,013306
385,000000; 0,013504
384,000000; 0,013736
383,000000; 0,013794
382,000000; 0,014155
381,000000; 0,013788
380,000000; 0,014440
379,000000; 0,014402
378,000000; 0,014623
377,000000; 0,014829
376,000000; 0,014795
375,000000; 0,015067
374,000000; 0,015195
373,000000; 0,015261
372,000000; 0,015581
371,000000; 0,015896
370,000000; 0,015652
369,000000; 0,015851
368,000000; 0,015959
367,000000; 0,016176
366,000000; 0,016252
365,000000; 0,016583
364,000000; 0,016571
363,000000; 0,016629
362,000000; 0,017040
361,000000; 0,017079
360,000000; 0,017357
359,000000; 0,017437
358,000000; 0,017511
357,000000; 0,017705
356,000000; 0,017836
355,000000; 0,018325
354,000000; 0,018359
353,000000; 0,018166
352,000000; 0,018439
351,000000; 0,018514
350,000000; 0,018697
349,000000; 0,018792
348,000000; 0,018871
347,000000; 0,019016
346,000000; 0,019226
345,000000; 0,018992
344,000000; 0,019417
343,000000; 0,019383
342,000000; 0,019580
341,000000; 0,019408
340,000000; 0,019586
339,000000; 0,019684
338,000000; 0,019783
337,000000; 0,019874
336,000000; 0,020030
335,000000; 0,020121
334,000000; 0,020025
333,000000; 0,020428
332,000000; 0,020354
331,000000; 0,020440
330,000000; 0,020639
329,000000; 0,020391
328,000000; 0,020555
327,000000; 0,021393
326,000000; 0,021617
325,000000; 0,021448
324,000000; 0,021861
323,000000; 0,021754
322,000000; 0,021894
321,000000; 0,022000
320,000000; 0,022087
319,000000; 0,022286
318,000000; 0,022301
317,000000; 0,022294
316,000000; 0,022461
315,000000; 0,022530
314,000000; 0,022557
313,000000; 0,022714
312,000000; 0,023002
311,000000; 0,023017
310,000000; 0,023097
309,000000; 0,023305
308,000000; 0,023370
307,000000; 0,023556
306,000000; 0,023700
305,000000; 0,023801
304,000000; 0,023943
303,000000; 0,024129
302,000000; 0,024257
301,000000; 0,024651
300,000000; 0,024780
299,000000; 0,024762
298,000000; 0,024910
297,000000; 0,025068
296,000000; 0,025091
295,000000; 0,025338
294,000000; 0,025422
293,000000; 0,025548
292,000000; 0,025724
291,000000; 0,025721
290,000000; 0,025849
289,000000; 0,026044
288,000000; 0,026100
287,000000; 0,026310
286,000000; 0,026246
285,000000; 0,026352
284,000000; 0,026750
283,000000; 0,026814
282,000000; 0,027003
281,000000; 0,026982
280,000000; 0,027094
279,000000; 0,027175
278,000000; 0,027451
277,000000; 0,027555
276,000000; 0,027853
275,000000; 0,028053
274,000000; 0,028078
273,000000; 0,028389
272,000000; 0,028589
271,000000; 0,028686
270,000000; 0,029026
269,000000; 0,029284
268,000000; 0,029510
267,000000; 0,029813
266,000000; 0,030140
265,000000; 0,030374
264,000000; 0,030546
263,000000; 0,031119
262,000000; 0,031289
261,000000; 0,031902
260,000000; 0,032273
259,000000; 0,032761
258,000000; 0,033225
257,000000; 0,033797
256,000000; 0,034477
255,000000; 0,035081
254,000000; 0,035978
253,000000; 0,036800
252,000000; 0,037621
251,000000; 0,038890
250,000000; 0,040354
249,000000; 0,042162
248,000000; 0,044261
247,000000; 0,047080
246,000000; 0,051095
245,000000; 0,056812
244,000000; 0,064731
243,000000; 0,076185
242,000000; 0,093063
241,000000; 0,118008
240,000000; 0,154644
239,000000; 0,208711
238,000000; 0,288930
237,000000; 0,406937
236,000000; 0,581574
235,000000; 0,836401
234,000000; 1,201690
233,000000; 1,688816
232,000000; 2,198032
231,000000; 2,455997
230,000000; 2,525428
229,000000; 2,563140
228,000000; 2,589524
227,000000; 2,603853
226,000000; 2,634187
225,000000; 2,669934
224,000000; 2,694119
223,000000; 2,721322
222,000000; 2,740337
221,000000; 2,764133
220,000000; 2,787211
219,000000; 2,782152
218,000000; 2,817695
217,000000; 2,841091
216,000000; 2,855295
215,000000; 2,872504
214,000000; 2,893108
213,000000; 2,903340
212,000000; 2,919520
211,000000; 2,890257
210,000000; 2,931862
209,000000; 2,952111
208,000000; 2,944855
207,000000; 2,968531
206,000000; 2,964550
205,000000; 2,945774
204,000000; 2,963538
203,000000; 2,935873
202,000000; 2,924686
201,000000; 2,928045
200,000000; 2,914445
199,000000; 2,919892
198,000000; 2,896348
197,000000; 2,891856
196,000000; 2,861830
195,000000; 2,760984
194,000000; 2,812936
193,000000; 2,668676
192,000000; 2,697700
191,000000; 2,524618
190,000000; 2,391811
