nm; A
410,000000; -0,017342
409,000000; -0,017363
408,000000; -0,017305
407,000000; -0,017367
406,000000; -0,017430
405,000000; -0,017313
404,000000; -0,017371
403,000000; -0,017317
402,000000; -0,017334
401,000000; -0,017346
400,000000; -0,017351
399,000000; -0,017371
398,000000; -0,017367
397,000000; -0,017351
396,000000; -0,017334
395,000000; -0,017371
394,000000; -0,017313
393,000000; -0,017413
392,000000; -0,017271
391,000000; -0,017392
390,000000; -0,017380
389,000000; -0,017455
388,000000; -0,017505
387,000000; -0,017371
386,000000; -0,017451
385,000000; -0,017451
384,000000; -0,018788
383,000000; -0,019511
382,000000; -0,019640
381,000000; -0,019582
380,000000; -0,019698
379,000000; -0,019424
378,000000; -0,019606
377,000000; -0,019511
376,000000; -0,019233
375,000000; -0,019204
374,000000; -0,018867
373,000000; -0,018605
372,000000; -0,018563
371,000000; -0,018684
370,000000; -0,018172
369,000000; -0,018039
368,000000; -0,018043
367,000000; -0,018005
366,000000; -0,017843
365,000000; -0,018009
364,000000; -0,017772
363,000000; -0,017718
362,000000; -0,017734
361,000000; -0,017626
360,000000; -0,017630
359,000000; -0,017476
358,000000; -0,017359
357,000000; -0,017292
356,000000; -0,017179
355,000000; -0,017351
354,000000; -0,017154
353,000000; -0,016774
352,000000; -0,016720
351,000000; -0,016507
350,000000; -0,016302
349,000000; -0,016126
348,000000; -0,015934
347,000000; -0,015804
346,000000; -0,015620
345,000000; -0,015268
344,000000; -0,015284
343,000000; -0,015339
342,000000; -0,015460
341,000000; -0,015377
340,000000; -0,015418
339,000000; -0,015565
338,000000; -0,015716
337,000000; -0,015909
336,000000; -0,015955
335,000000; -0,016168
334,000000; -0,016248
333,000000; -0,016620
332,000000; -0,016699
331,000000; -0,016820
330,000000; -0,017058
329,000000; -0,016933
328,000000; -0,016971
327,000000; -0,020519
326,000000; -0,020891
325,000000; -0,020883
324,000000; -0,021396
323,000000; -0,021454
322,000000; -0,021764
321,000000; -0,021900
320,000000; -0,022156
319,000000; -0,022498
318,000000; -0,022779
317,000000; -0,022845
316,000000; -0,023294
315,000000; -0,023454
314,000000; -0,023606
313,000000; -0,023980
312,000000; -0,024350
311,000000; -0,024551
310,000000; -0,024658
309,000000; -0,025048
308,000000; -0,025208
307,000000; -0,025523
306,000000; -0,025654
305,000000; -0,025781
304,000000; -0,026010
303,000000; -0,026243
302,000000; -0,026419
301,000000; -0,026713
300,000000; -0,026860
299,000000; -0,026884
298,000000; -0,027089
297,000000; -0,027178
296,000000; -0,027227
295,000000; -0,027374
294,000000; -0,027488
293,000000; -0,027684
292,000000; -0,027782
291,000000; -0,027826
290,000000; -0,027989
289,000000; -0,028189
288,000000; -0,028331
287,000000; -0,028640
286,000000; -0,028697
285,000000; -0,028872
284,000000; -0,029270
283,000000; -0,029477
282,000000; -0,029700
281,000000; -0,029765
280,000000; -0,030037
279,000000; -0,030308
278,000000; -0,030575
277,000000; -0,030903
276,000000; -0,031275
275,000000; -0,031711
274,000000; -0,031853
273,000000; -0,032280
272,000000; -0,032570
271,000000; -0,032969
270,000000; -0,033408
269,000000; -0,033838
268,000000; -0,034175
267,000000; -0,034560
266,000000; -0,034977
265,000000; -0,035302
264,000000; -0,035718
263,000000; -0,036218
262,000000; -0,036521
261,000000; -0,037104
260,000000; -0,037578
259,000000; -0,037984
258,000000; -0,038509
257,000000; -0,039033
256,000000; -0,039589
255,000000; -0,040112
254,000000; -0,040780
253,000000; -0,041306
252,000000; -0,041878
251,000000; -0,042812
250,000000; -0,043677
249,000000; -0,044669
248,000000; -0,045640
247,000000; -0,046659
246,000000; -0,047637
245,000000; -0,048764
244,000000; -0,049892
243,000000; -0,050986
242,000000; -0,052086
241,000000; -0,053182
240,000000; -0,054372
239,000000; -0,055493
238,000000; -0,056672
237,000000; -0,057837
236,000000; -0,059245
235,000000; -0,060467
234,000000; -0,061788
233,000000; -0,063014
232,000000; -0,064319
231,000000; -0,065591
230,000000; -0,067008
229,000000; -0,068290
228,000000; -0,069531
227,000000; -0,070721
226,000000; -0,071937
225,000000; -0,073054
224,000000; -0,074330
223,000000; -0,075430
222,000000; -0,076797
221,000000; -0,078000
220,000000; -0,079467
219,000000; -0,081005
218,000000; -0,082513
217,000000; -0,084129
216,000000; -0,085744
215,000000; -0,087348
214,000000; -0,089007
213,000000; -0,090861
212,000000; -0,092707
211,000000; -0,094377
210,000000; -0,096215
209,000000; -0,098239
208,000000; -0,100191
207,000000; -0,102070
206,000000; -0,104429
205,000000; -0,107142
204,000000; -0,109666
203,000000; -0,111964
202,000000; -0,115018
201,000000; -0,118377
200,000000; -0,121271
199,000000; -0,124012
198,000000; -0,126797
197,000000; -0,129902
196,000000; -0,131343
195,000000; -0,132051
194,000000; -0,137218
193,000000; -0,134059
192,000000; -0,141744
191,000000; -0,137402
190,000000; -0,143090
