#Wave		#Intensity
3501.405273	8723.478516
3500.167969	8899.200195
3498.929688	8639.040039
3497.691406	8599.051758
3496.453125	8839.669922
3495.213867	8755.255859
3493.975586	8656.748047
3492.736328	8739.853516
3491.497070	8724.086914
3490.256836	8655.890625
3489.017578	8595.785156
3487.777344	8668.757813
3486.537109	8699.374023
3485.296875	8671.536133
3484.055664	8585.278320
3482.814453	8718.629883
3481.573242	8727.057617
3480.332031	8630.767578
3479.089844	8661.354492
3477.848633	8712.058594
3476.606445	8670.165039
3475.363281	8618.225586
3474.121094	8733.285156
3472.877930	8548.597656
3471.634766	8693.792969
3470.391602	8627.811523
3469.147461	8604.071289
3467.904297	8550.190430
3466.660156	8532.501953
3465.416016	8677.560547
3464.170898	8643.783203
3462.926758	8595.959961
3461.681641	8532.088867
3460.436523	8558.585938
3459.190430	8558.978516
3457.945313	8623.590820
3456.699219	8587.852539
3455.453125	8600.274414
3454.206055	8560.541992
3452.959961	8470.689453
3451.712891	8479.116211
3450.465820	8585.764648
3449.218750	8830.664063
3447.970703	8510.383789
3446.722656	8512.784180
3445.474609	8487.138672
3444.226563	8669.787109
3442.978516	8517.973633
3441.729492	8592.439453
3440.480469	8504.748047
3439.231445	8575.185547
3437.981445	8465.520508
3436.731445	8549.940430
3435.481445	8344.317383
3434.231445	8424.728516
3432.981445	8329.168945
3431.730469	8437.537109
3430.479492	8547.861328
3429.228516	8362.413086
3427.977539	8324.872070
3426.725586	8419.174805
3425.473633	8329.712891
3424.221680	8386.041992
3422.969727	8352.515625
3421.716797	8372.891602
3420.463867	8337.384766
3419.210938	8218.092773
3417.958008	8336.226563
3416.704102	8478.247070
3415.450195	8378.936523
3414.196289	8245.770508
3412.942383	8337.894531
3411.687500	8322.367188
3410.433594	8296.881836
3409.178711	8191.720703
3407.922852	8351.503906
3406.667969	8254.336914
3405.412109	8312.505859
3404.156250	8211.400391
3402.900391	8375.038086
3401.643555	8271.968750
3400.386719	8214.697266
3399.129883	8141.533203
3397.873047	8227.497070
3396.616211	8184.183594
3395.358398	8254.202148
3394.100586	8063.814453
3392.842773	8362.363281
3391.583984	8114.406738
3390.326172	8156.572754
3389.067383	8107.360840
3387.808594	8244.828125
3386.548828	8064.582520
3385.289063	8033.279785
3384.030273	8172.666016
3382.769531	7940.945313
3381.509766	8072.359863
3380.249023	8007.358887
3378.988281	8130.777832
3377.727539	8186.736328
3376.466797	8016.683594
3375.205078	8140.029785
3373.943359	7974.012695
3372.681641	7901.176758
3371.419922	8022.492676
3370.157227	7925.908203
3368.894531	7948.166992
3367.631836	7976.355957
3366.369141	7939.214844
3365.105469	7888.234863
3363.842773	7807.594238
3362.578125	7992.067383
3361.314453	7962.861816
3360.050781	7874.341797
3358.786133	7791.786621
3357.521484	7851.587402
3356.255859	7830.333984
3354.991211	7803.160645
3353.725586	7815.509277
3352.459961	7887.109863
3351.194336	7883.638184
3349.927734	7826.856445
3348.661133	7851.034180
3347.394531	7956.125977
3346.127930	7727.679199
3344.860352	7816.969727
3343.593750	7985.129883
3342.326172	7478.721680
3341.057617	7842.095703
3339.790039	7761.747559
3338.521484	7785.897949
3337.252930	7786.390137
3335.984375	7696.244629
3334.714844	7686.902832
3333.446289	7691.351563
3332.176758	7815.921875
3330.906250	7688.429688
3329.636719	7773.582520
3328.366211	7705.189453
3327.095703	7709.628906
3325.825195	7649.142578
3324.554688	7751.939941
3323.283203	7679.667969
3322.011719	7721.466309
3320.740234	7731.793457
3319.467773	7742.117188
3318.195313	7607.016113
3316.922852	7713.631836
3315.650391	7647.340332
3314.377930	7610.534180
3313.104492	7522.687012
3311.831055	7436.836426
3310.557617	7559.083984
3309.283203	7485.033203
3308.009766	7518.928223
3306.735352	7462.568359
3305.460938	7476.839844
3304.185547	7577.390625
3302.911133	7601.437500
3301.635742	7647.038086
3300.359375	7494.670410
3299.083984	7407.024902
3297.807617	7572.143555
3296.531250	7390.494141
3295.254883	7436.089355
3293.978516	7422.925781
3292.701172	7568.337891
3291.423828	7443.587402
3290.146484	7350.194824
3288.869141	7352.708496
3287.590820	7433.468262
3286.312500	7604.163086
3285.034180	7405.216797
3283.754883	7452.682617
3282.476563	7330.072754
3281.197266	7363.854492
3279.917969	7358.543457
3278.637695	7554.452148
3277.357422	7486.604492
3276.078125	7184.442871
3274.796875	7329.508301
3273.516602	7361.296875
3272.235352	7506.272461
3270.954102	7327.270020
3269.672852	7374.647461
3268.391602	7359.587891
3267.109375	7367.936035
3265.827148	7374.331055
3264.544922	7388.520996
3263.262695	7305.250000
3261.979492	7231.753906
3260.696289	7255.703613
3259.413086	7213.412109
3258.128906	7219.827148
3256.845703	7300.234863
3255.561523	7343.620605
3254.277344	7258.520020
3252.992188	7395.311035
3251.707031	7210.998535
3250.422852	7355.526855
3249.136719	7358.013672
3247.851563	7074.635742
3246.565430	7145.223633
3245.279297	7235.224121
3243.993164	7070.585938
3242.707031	7211.087891
3241.419922	7227.196289
3240.132813	7109.271484
3238.845703	7032.174316
3237.557617	7168.691406
3236.270508	7101.317871
3234.982422	7212.536621
3233.694336	7121.893066
3232.405273	7126.353516
3231.116211	7014.422363
3229.827148	7067.387695
3228.538086	7182.383301
3227.249023	7080.197754
3225.958984	7067.215332
3224.668945	7195.709473
3223.378906	7155.582520
3222.087891	6970.177734
3220.797852	7023.078613
